#timestamp,has_left_eye,has_right_eye,left_x,left_y,left_z,left_x_normalized,left_y_normalized,left_z_normalized,right_x,right_y,right_z,right_x_normalized,right_y_normalized,right_z_normalized
3203209241,1,0,-60.966644,11.063619,498.493113,0.663598,0.472821,0.248754,-3.949878,15.073144,500.839592,0.509923,0.463756,0.249215
3203220344,1,0,-60.870770,11.003727,498.867541,0.663578,0.472764,0.249708,-3.903069,15.194201,501.241558,0.509873,0.463715,0.250022
3203231447,1,0,-60.941540,11.231082,499.283688,0.663561,0.472747,0.250558,-3.922628,15.210433,501.615233,0.509826,0.463715,0.250936
3203242550,1,0,-61.138226,11.568750,499.934302,0.663541,0.472745,0.251412,-3.920583,15.500366,502.285495,0.509798,0.463801,0.251910
3203253654,1,0,-61.005436,11.446150,500.245102,0.663521,0.472843,0.252666,-3.885815,15.653017,502.637185,0.509773,0.463881,0.252926
3203264757,1,0,-61.090626,11.665865,500.633502,0.663518,0.472928,0.253521,-3.894778,15.650382,502.975898,0.509739,0.463962,0.253899
3203275860,1,0,-60.813484,11.811692,500.806393,0.663537,0.472985,0.254377,-3.583448,15.760347,503.114751,0.509691,0.464008,0.254855
3203286963,1,0,-61.059544,11.638424,500.944676,0.663575,0.473080,0.255083,-3.939003,15.818008,503.326294,0.509703,0.464120,0.255421
3203298066,1,0,-61.164589,11.833390,501.247383,0.663606,0.473105,0.255474,-3.941550,15.805009,503.587718,0.509723,0.464185,0.255885
3203309169,1,0,-60.873802,12.013371,501.432849,0.663658,0.473120,0.255879,-3.636094,15.923992,503.737124,0.509778,0.464235,0.256330
3203320272,1,0,-61.172539,11.847299,501.451273,0.663751,0.473102,0.256446,-4.030468,16.009375,503.839263,0.509859,0.464222,0.256785
3203331375,1,0,-61.303776,12.028661,501.649032,0.663819,0.473089,0.256735,-4.066483,15.989223,503.999302,0.509928,0.464196,0.257134
3203342479,1,0,-61.981564,12.068032,501.663215,0.663870,0.473051,0.257012,-4.428714,16.047494,504.075261,0.510003,0.464145,0.257444
3203353582,1,0,-61.456314,12.057005,501.890017,0.663958,0.472974,0.257329,-3.984306,16.284800,504.302411,0.510046,0.464036,0.257697
3203364685,1,0,-61.487549,12.252189,502.033770,0.663985,0.472903,0.257621,-4.017481,16.247508,504.391915,0.510096,0.463925,0.258037
3203375788,1,0,-61.660652,12.581375,502.528013,0.664012,0.472858,0.257895,-4.039515,16.520413,504.899628,0.510146,0.463856,0.258348
3203386891,1,0,-61.554993,12.394648,502.632547,0.664053,0.472820,0.258686,-4.030542,16.621826,505.051922,0.510179,0.463804,0.258987
3203397994,1,0,-61.562771,12.448732,502.433722,0.664033,0.472769,0.259202,-4.010079,16.437058,504.796230,0.510156,0.463757,0.259535
3203409097,1,0,-61.639812,12.718206,502.792254,0.663908,0.472686,0.259449,-4.090672,16.760530,505.181029,0.510175,0.463572,0.259837
3203420200,1,0,-61.548244,12.505119,502.648521,0.663811,0.472546,0.259700,-4.012293,16.713189,505.067706,0.510151,0.463488,0.260058
3203431304,1,0,-61.713932,12.756258,503.147529,0.663808,0.472517,0.259730,-4.098255,16.752875,505.525142,0.510185,0.463479,0.260089
3203442407,1,0,-61.785313,12.916316,503.506396,0.663875,0.472606,0.260187,-4.140251,17.012321,505.915448,0.510197,0.463539,0.260627
3203453510,1,0,-61.791119,12.862347,503.798451,0.663959,0.472687,0.260783,-4.128342,17.097922,506.235878,0.510242,0.463594,0.261133
3203464613,1,0,-61.877274,13.062824,504.048944,0.664003,0.472719,0.261549,-4.172231,17.061082,506.434273,0.510284,0.463615,0.261902
3203475716,1,0,-61.897778,13.187547,504.251795,0.664028,0.472715,0.262108,-4.208030,17.294846,506.667908,0.510320,0.463612,0.262577
3203486819,1,0,-61.904774,13.188582,504.463814,0.664064,0.472629,0.262765,-4.186385,17.387341,506.902041,0.510344,0.463564,0.263145
3203497922,1,0,-61.956051,13.399378,504.673787,0.664081,0.472546,0.263193,-4.196217,17.383840,507.062319,0.510352,0.463482,0.263577
3203509025,1,0,-62.074291,13.391469,504.762988,0.664102,0.472475,0.263619,0.000000,-177.190580,7.561520,0.510316,0.463497,0.263813
3203520129,1,0,-61.966476,13.407948,504.844936,0.664141,0.472420,0.264102,-4.232377,17.614019,507.301481,0.510368,0.463353,0.264446
3203531232,1,0,-62.044624,13.603971,505.058792,0.664177,0.472396,0.264358,-4.250494,17.578893,507.457097,0.510412,0.463274,0.264849
3203542335,1,0,-62.186943,13.563723,505.146125,0.664212,0.472382,0.264615,-4.435220,17.667063,507.608755,0.510460,0.463137,0.265056
3203553438,1,0,-62.073685,13.564652,505.240617,0.664291,0.472381,0.264959,-4.278020,17.764895,507.706883,0.510489,0.463127,0.265352
3203564541,1,0,-62.123535,13.691164,505.382606,0.664325,0.472416,0.265215,-4.304297,17.669032,507.788867,0.510524,0.463153,0.265607
3203575644,1,0,-62.126907,13.743868,505.465138,0.664342,0.472493,0.265425,-4.300324,17.856807,507.894527,0.510535,0.463299,0.265858
3203586747,1,0,-62.149296,13.595503,505.687889,0.664336,0.472649,0.265723,-4.282029,17.842714,508.145957,0.510536,0.463436,0.266116
3203597850,1,0,-62.126553,13.699697,505.736155,0.664309,0.472737,0.265975,-4.254831,17.713803,508.130135,0.510506,0.463526,0.266373
3203608954,1,0,-62.135807,13.775041,505.762966,0.664268,0.472785,0.266171,-4.225058,17.842409,508.170490,0.510441,0.463657,0.266606
3203620057,1,0,-62.087536,13.610862,505.819673,0.664195,0.472824,0.266401,-4.189198,17.871336,508.264470,0.510373,0.463692,0.266802
3203631160,1,0,-62.093716,13.760692,505.907837,0.664139,0.472812,0.266469,-4.173539,17.789637,508.294857,0.510312,0.463698,0.266872
3203642263,1,0,-62.099491,13.883541,505.997119,0.664083,0.472757,0.266577,-4.149915,17.932888,508.401070,0.510256,0.463672,0.266997
3203653366,1,0,-62.061111,13.783928,505.948224,0.664033,0.472600,0.266794,-4.101876,17.990742,508.385468,0.510203,0.463583,0.267183
3203664469,1,0,-62.070911,13.943663,506.062921,0.663998,0.472504,0.266885,-4.128787,17.955878,508.453498,0.510181,0.463504,0.267278
3203675572,1,0,-62.112370,14.098011,506.240765,0.663987,0.472428,0.267007,-4.122782,18.124862,508.646863,0.510169,0.463395,0.267421
3203686675,1,0,-62.102318,13.932560,506.137047,0.663996,0.472340,0.267250,-4.112838,18.142895,508.581193,0.510180,0.463297,0.267629
3203697779,1,0,-62.097626,14.025421,506.114158,0.664009,0.472289,0.267391,-4.138107,18.031679,508.505019,0.510184,0.463219,0.267773
3203708882,1,0,-62.093189,14.094049,506.153027,0.664001,0.472238,0.267441,-4.126353,18.102876,508.552371,0.510186,0.463192,0.267833
3203719985,1,0,-62.076481,13.924378,506.162693,0.663976,0.472239,0.267369,-4.116939,18.144358,508.606057,0.510172,0.463204,0.267771
3203731088,1,0,-62.062965,13.989321,506.191277,0.663961,0.472271,0.267388,-4.121172,17.983001,508.574894,0.510148,0.463265,0.267791
3203742191,1,0,-62.099815,14.052780,506.238002,0.663964,0.472301,0.267434,-4.079169,18.060336,508.632808,0.510090,0.463370,0.267844
3203753294,1,0,-62.064941,13.775409,506.244261,0.663956,0.472439,0.267517,-4.093227,18.036465,508.696121,0.510035,0.463454,0.267917
3203764397,1,0,-62.083504,13.928433,506.364389,0.663955,0.472530,0.267564,-4.118051,18.054690,508.767626,0.510000,0.463380,0.267964
3203775500,1,0,-61.861958,14.001161,506.430864,0.663896,0.472551,0.267651,-3.892373,18.121776,508.781399,0.509960,0.463142,0.268069
3203786604,1,0,0.000000,-177.190580,7.561520,0.663861,0.472361,0.267699,0.000000,-177.190580,7.561520,0.509950,0.463029,0.268112
3203797707,1,0,0.000000,-177.190580,7.561520,0.663718,0.471817,0.267818,0.000000,-177.190580,7.561520,0.509911,0.462739,0.268221
3203808810,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3203819913,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3203831016,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3203842119,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3203853222,1,0,-62.673317,13.622590,506.740654,0.664713,0.470725,0.268242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3203864325,1,0,-62.031113,15.216082,506.982357,0.664762,0.470684,0.268233,-4.981668,18.798840,509.541072,0.510800,0.461081,0.268534
3203875429,1,0,-62.255390,15.451389,507.667826,0.664800,0.470575,0.268721,-4.912599,19.159512,510.196174,0.511014,0.461149,0.269388
3203886532,1,0,-62.364773,15.516257,508.335830,0.664813,0.470613,0.270100,-4.735960,19.557443,510.875060,0.510976,0.461097,0.270229
3203897635,1,0,-62.521931,15.777599,508.882372,0.664839,0.470594,0.271286,-4.732060,19.722565,511.366795,0.511063,0.461080,0.271604
3203908738,1,0,-62.709057,16.047925,509.442206,0.664894,0.470528,0.272388,-4.713927,20.083603,511.927842,0.511090,0.460983,0.272964
3203919841,1,0,-62.770878,16.039261,509.821955,0.664962,0.470437,0.273988,-4.698991,20.236718,512.321972,0.511214,0.460933,0.274288
3203930944,1,0,-62.938076,16.320697,510.298244,0.665030,0.470382,0.274903,-4.755223,20.405207,512.761104,0.511312,0.460849,0.275272
3203942047,1,0,-63.050922,16.470025,510.694727,0.665093,0.470349,0.275855,-4.799304,20.653554,513.166752,0.511457,0.460741,0.276371
3203953150,1,0,-62.957520,16.514745,510.933258,0.665239,0.470270,0.277006,0.000000,-177.190580,7.561520,0.511554,0.460671,0.276862
3203964254,1,0,-63.275215,16.729941,511.290631,0.665321,0.470228,0.277674,-4.828236,20.938265,513.749215,0.511749,0.460520,0.278005
3203975357,1,0,-63.358639,16.795844,511.344911,0.665411,0.470145,0.278337,-4.849784,21.055433,513.811465,0.511899,0.460357,0.279170
3203986460,1,0,-63.208134,16.761180,511.542449,0.665524,0.470084,0.278950,-4.616992,21.204286,514.022941,0.511928,0.460269,0.279356
3203997563,1,0,-63.453880,16.937952,511.747595,0.665583,0.470050,0.279339,-4.883832,21.248055,514.204141,0.512005,0.460190,0.279776
3204008666,1,0,-63.465378,16.989810,511.812573,0.665599,0.470027,0.279662,-4.904442,21.348298,514.268135,0.512083,0.460128,0.280149
3204019769,1,0,-63.507454,16.978338,512.115920,0.665630,0.470027,0.280094,-4.932217,21.520025,514.601710,0.512154,0.460071,0.280519
3204030872,1,0,-63.518208,17.087319,512.165043,0.665637,0.470025,0.280457,-4.928464,21.439339,514.598212,0.512175,0.460054,0.280920
3204041975,1,0,-63.570213,17.123928,512.293249,0.665664,0.470045,0.280725,-4.962562,21.520607,514.738288,0.512207,0.460066,0.281225
3204053079,1,0,-63.522362,17.043682,512.428395,0.665649,0.470120,0.281137,-4.893078,21.608384,514.898143,0.512180,0.460124,0.281568
3204064182,1,0,-63.473530,17.229661,512.621356,0.665492,0.470224,0.281323,-4.906632,21.559636,515.039752,0.512060,0.460272,0.281771
3204075285,1,0,-63.452595,17.069250,512.472285,0.665187,0.470378,0.281591,-4.908563,21.508777,514.915108,0.511834,0.460379,0.282074
3204086388,1,0,-63.305077,16.966220,512.271216,0.664803,0.470459,0.281700,-4.768817,21.424169,514.705255,0.511596,0.460540,0.282164
3204097491,1,0,-63.288483,16.755867,511.658440,0.664647,0.470526,0.281581,-4.847747,21.097865,514.070640,0.511471,0.460616,0.281999
3204108594,1,0,-63.267208,16.756182,511.712950,0.664606,0.470549,0.280889,-4.861139,21.155260,514.138670,0.511443,0.460680,0.281278
3204119697,1,0,-63.318817,16.843354,512.024041,0.664611,0.470530,0.280163,-4.806874,21.301436,514.466735,0.511415,0.460684,0.280707
3204130800,1,0,-63.288677,16.960417,512.053204,0.664597,0.470476,0.280039,-4.825903,21.287406,514.468724,0.511379,0.460647,0.280522
3204141904,1,0,-63.311211,17.001221,512.221713,0.664609,0.470413,0.280309,-4.852538,21.417556,514.660507,0.511353,0.460597,0.280811
3204153007,1,0,-63.336151,17.106157,512.376817,0.664596,0.470268,0.280788,-4.808052,21.566762,514.826322,0.511333,0.460491,0.281200
3204164110,1,0,-63.334949,17.301914,512.725092,0.664572,0.470175,0.281014,-4.777834,21.640473,515.147508,0.511284,0.460379,0.281485
3204175213,1,0,-63.307564,17.409540,512.861419,0.664504,0.470013,0.281501,-4.789366,21.786307,515.292077,0.511230,0.460247,0.281990
3204186316,1,0,-63.326836,17.476925,512.957834,0.664415,0.469803,0.282114,-4.743838,21.912754,515.404211,0.511181,0.460144,0.282477
3204197419,1,0,-63.320724,17.538725,513.021207,0.664379,0.469714,0.282464,-4.762720,21.841121,515.443665,0.511152,0.460080,0.282920
3204208522,1,0,-63.325714,17.538573,513.116353,0.664363,0.469671,0.282688,-4.748778,21.927412,515.562427,0.511109,0.460058,0.283160
3204219625,1,0,-63.344341,17.578016,513.233655,0.664351,0.469661,0.282934,-4.724458,22.003253,515.688564,0.511097,0.460062,0.283359
3204230729,1,0,-63.364998,17.618421,513.184133,0.664359,0.469638,0.283090,-4.765563,21.909973,515.615735,0.511100,0.460042,0.283562
3204241832,1,0,-63.389698,17.641981,513.297344,0.664388,0.469605,0.283211,-4.801218,21.997275,515.748288,0.511138,0.460028,0.283684
3204252935,1,0,-63.425156,17.693561,513.509346,0.664444,0.469582,0.283393,-4.788308,22.118058,515.976216,0.511176,0.460014,0.283824
3204264038,1,0,-63.465237,17.747698,513.412282,0.664516,0.469559,0.283563,-4.840980,22.021388,515.854218,0.511265,0.459981,0.284035
3204275141,1,0,-63.540417,17.863641,513.687244,0.664662,0.469497,0.283730,-4.866134,22.207796,516.151531,0.511403,0.459908,0.284213
3204286244,1,0,-63.574650,18.022598,514.087627,0.664786,0.469346,0.284103,-4.868445,22.449203,516.569643,0.511520,0.459790,0.284512
3204297347,1,0,-63.604816,18.207651,514.303528,0.664832,0.469247,0.284498,-4.865339,22.486319,516.754758,0.511575,0.459667,0.284956
3204308450,1,0,-63.682709,18.403427,514.728960,0.664841,0.469122,0.285106,-4.906290,22.756443,517.202103,0.511600,0.459505,0.285634
3204319554,1,0,-63.686378,18.370092,514.796953,0.664888,0.469021,0.286051,-4.869743,22.832318,517.288153,0.511625,0.459353,0.286420
3204330657,1,0,-63.734188,18.524821,514.848130,0.664925,0.468936,0.286524,-4.913330,22.839562,517.309873,0.511663,0.459227,0.286966
3204341760,1,0,-63.796944,18.615912,515.155001,0.664962,0.468889,0.286920,-4.955186,23.034916,517.640174,0.511703,0.459131,0.287391
3204352863,1,0,-63.816536,18.607268,515.247068,0.665037,0.468834,0.287336,-4.956120,23.061512,517.739484,0.511771,0.459094,0.287723
3204363966,1,0,-63.869022,18.636994,515.165320,0.665097,0.468842,0.287615,-4.983738,22.981230,517.635618,0.511840,0.459059,0.288062
3204375069,1,0,-63.881996,18.646186,515.279213,0.665148,0.468868,0.287832,-5.039587,23.093696,517.768365,0.511907,0.459061,0.288299
3204386172,1,0,-63.928875,18.627626,515.489985,0.665218,0.468964,0.287942,-5.028126,23.108937,517.984760,0.511975,0.459109,0.288389
3204397275,1,0,-63.930748,18.580832,515.284879,0.665253,0.469039,0.288067,-5.044638,22.944450,517.753709,0.512021,0.459198,0.288553
3204408379,1,0,-63.931297,18.546296,515.334993,0.665281,0.469147,0.288135,-5.093305,23.039543,517.826203,0.512057,0.459248,0.288624
3204419482,1,0,-63.947979,18.603706,515.552343,0.665287,0.469189,0.288161,-5.040565,23.064176,518.037621,0.512063,0.459307,0.288644
3204430585,1,0,-63.915424,18.598467,515.427852,0.665271,0.469220,0.288187,-5.026234,22.933252,517.880610,0.512058,0.459352,0.288671
3204441688,1,0,-63.884983,18.575477,515.453238,0.665231,0.469221,0.288266,-5.023666,23.088730,517.938919,0.512027,0.459335,0.288757
3204452791,1,0,-63.923264,18.576683,515.503397,0.665213,0.469202,0.288368,-5.004800,23.061275,517.987754,0.512011,0.459306,0.288838
3204463894,1,0,-63.867359,18.562162,515.244844,0.665195,0.469152,0.288345,-4.991332,22.908204,517.693765,0.511995,0.459257,0.288806
3204474997,1,0,-63.872051,18.635060,515.371599,0.665190,0.469041,0.288236,-5.031256,23.055547,517.842916,0.512001,0.459258,0.288688
3204486100,1,0,-63.884758,18.533891,515.280726,0.665197,0.468967,0.288178,-4.981757,23.047839,517.774079,0.512010,0.459199,0.288640
3204497204,1,0,-63.883465,18.572414,515.081589,0.665208,0.468915,0.288059,-5.027116,22.938003,517.545284,0.512038,0.459143,0.288501
3204508307,1,0,-63.877712,18.561845,515.104143,0.665217,0.468879,0.287970,-5.053457,22.940178,517.575020,0.512058,0.459162,0.288405
3204519410,1,0,-63.911667,18.542953,515.213514,0.665212,0.468825,0.287744,-5.010425,23.031247,517.711853,0.512059,0.459155,0.288227
3204530513,1,0,-63.840397,18.609288,515.134419,0.665186,0.468798,0.287718,-5.019738,22.965035,517.599163,0.512058,0.459139,0.288190
3204541616,1,0,-63.861721,18.630829,515.170421,0.665172,0.468790,0.287755,-4.990026,22.984954,517.638614,0.512001,0.459157,0.288229
3204552719,1,0,-63.847313,18.606245,515.238282,0.665112,0.468800,0.287820,-4.971832,23.079273,517.734513,0.511964,0.459161,0.288282
3204563822,1,0,-63.817410,18.649441,515.301671,0.665075,0.468823,0.287831,-4.966661,22.990401,517.766342,0.511912,0.459213,0.288300
3204574925,1,0,-63.800972,18.625725,515.311148,0.665015,0.468853,0.287935,-4.963494,22.914476,517.769685,0.511864,0.459308,0.288411
3204586029,1,0,-63.793945,18.640546,515.665851,0.664790,0.468935,0.288041,-4.942899,23.090595,518.157585,0.511750,0.459400,0.288491
3204597132,1,0,-63.816345,18.896251,516.017118,0.664657,0.468931,0.288218,-4.912682,23.209616,518.486442,0.511611,0.459397,0.288767
3204608235,1,0,-63.807758,19.091280,516.460035,0.664484,0.468892,0.288718,-4.890503,23.385178,518.924233,0.511483,0.459380,0.289264
3204619338,1,0,-63.832329,19.070684,516.366335,0.664425,0.468741,0.289864,-4.891127,23.470154,518.864789,0.511423,0.459308,0.290096
3204630441,1,0,-63.827374,19.147450,516.292537,0.664416,0.468659,0.290200,-4.922149,23.382779,518.763439,0.511406,0.459252,0.290630
3204641544,1,0,-63.822788,19.177050,516.289038,0.664412,0.468539,0.290413,-4.926019,23.429894,518.767919,0.511397,0.459157,0.290847
3204652647,1,0,-63.826603,19.178861,516.396784,0.664387,0.468385,0.290290,-4.881563,23.547992,518.902968,0.511370,0.459078,0.290754
3204663750,1,0,-63.793602,19.307003,516.467252,0.664369,0.468326,0.290325,-4.921222,23.532344,518.941465,0.511361,0.459000,0.290798
3204674854,1,0,-63.838104,19.317047,516.561674,0.664347,0.468305,0.290465,-4.930932,23.561219,519.046181,0.511353,0.458968,0.290944
3204685957,1,0,-63.825428,19.349705,516.766599,0.664305,0.468296,0.290738,-4.876111,23.722104,519.277959,0.511326,0.458972,0.291152
3204697060,1,0,-63.850510,19.424373,516.929472,0.664295,0.468321,0.290947,-4.892937,23.673582,519.417601,0.511291,0.459008,0.291426
3204708163,1,0,-63.861691,19.498973,517.101788,0.664270,0.468345,0.291256,-4.921113,23.706762,519.581676,0.511285,0.459061,0.291757
3204719266,1,0,-63.881142,19.489819,517.372660,0.664246,0.468447,0.291739,-4.869587,23.863232,519.886509,0.511273,0.459121,0.292130
3204730369,1,0,-63.904148,19.600016,517.464469,0.664246,0.468513,0.292070,-4.903299,23.803809,519.946850,0.511280,0.459196,0.292541
3204741472,1,0,-63.936901,19.599304,517.672057,0.664261,0.468613,0.292403,-4.935511,23.832344,520.162239,0.511291,0.459301,0.292905
3204752575,1,0,-63.986794,19.622701,517.934912,0.664293,0.468718,0.292906,-4.905119,24.003009,520.460671,0.511319,0.459368,0.293300
3204763679,1,0,-64.007927,19.729918,518.057619,0.664311,0.468763,0.293226,-4.945365,23.972921,520.554437,0.511346,0.459405,0.293692
3204774782,1,0,-64.021179,19.719891,518.023921,0.664320,0.468774,0.293613,-4.950963,23.943216,520.518289,0.511349,0.459432,0.294112
3204785885,1,0,-64.056755,19.784510,518.322175,0.664333,0.468775,0.293934,-4.921356,24.165758,520.847721,0.511367,0.459428,0.294366
3204796988,1,0,-64.030640,19.844855,518.333596,0.664324,0.468784,0.294175,-4.937501,24.097552,520.830004,0.511367,0.459423,0.294653
3204808091,1,0,-64.026093,19.805962,518.223823,0.664307,0.468771,0.294356,-4.931279,24.030712,520.715009,0.511349,0.459425,0.294851
3204819194,1,0,-64.015495,19.846699,518.456725,0.664252,0.468761,0.294534,-4.884439,24.247770,520.978693,0.511323,0.459419,0.294996
3204830297,1,0,-63.997047,19.894385,518.455800,0.664215,0.468754,0.294609,-4.890345,24.140176,520.947837,0.511277,0.459437,0.295088
3204841400,1,0,-64.022690,19.928217,518.542214,0.664183,0.468779,0.294687,-4.883188,24.130402,521.027714,0.511242,0.459456,0.295171
3204852504,1,0,-64.005173,19.878940,518.716297,0.664135,0.468835,0.294960,-4.833255,24.264620,521.240489,0.511203,0.459527,0.295390
3204863607,1,0,-63.993938,19.974895,518.855638,0.664101,0.468898,0.295103,-4.835654,24.195998,521.346788,0.511167,0.459633,0.295559
3204874710,1,0,-64.007843,20.015573,518.997043,0.664061,0.468966,0.295349,-4.832586,24.227044,521.488386,0.511136,0.459723,0.295828
3204885813,1,0,-64.016838,20.004464,519.143463,0.664028,0.469047,0.295723,-4.788506,24.353204,521.666032,0.511102,0.459820,0.296127
3204896916,1,0,-64.002106,20.078135,519.241421,0.664000,0.469085,0.295960,-4.809558,24.300890,521.738595,0.511074,0.459897,0.296409
3204908019,1,0,-64.000450,20.080606,519.281117,0.663967,0.469119,0.296202,-4.786192,24.304507,521.780926,0.511031,0.459947,0.296673
3204919122,1,0,-64.005432,20.128852,519.451594,0.663899,0.469089,0.296449,-4.757458,24.465832,521.976495,0.510998,0.459974,0.296868
3204930225,1,0,-63.994709,20.188916,519.478706,0.663861,0.469068,0.296640,-4.780445,24.400260,521.978084,0.510968,0.459961,0.297090
3204941329,1,0,-63.951878,20.183688,519.364863,0.663809,0.469007,0.296797,-4.738605,24.388386,521.863543,0.510918,0.459927,0.297263
3204952432,1,0,-63.979691,20.192429,519.552707,0.663764,0.468963,0.296877,-4.741440,24.562576,522.085801,0.510891,0.459876,0.297329
3204963535,1,0,-63.927536,20.231319,519.427483,0.663725,0.468911,0.296952,-4.723358,24.429877,521.925214,0.510844,0.459847,0.297414
3204974638,1,0,-63.873978,20.191874,519.273548,0.663672,0.468863,0.296929,-4.692357,24.388018,521.770275,0.510802,0.459800,0.297389
3204985741,1,0,-63.894802,20.159586,519.328688,0.663615,0.468803,0.296859,-4.675714,24.500391,521.859018,0.510758,0.459766,0.297331
3204996844,1,0,-63.856182,20.176997,519.131520,0.663579,0.468749,0.296726,-4.689421,24.322228,521.623266,0.510725,0.459755,0.297178
3205007947,1,0,-63.859791,20.144427,519.130645,0.663583,0.468749,0.296534,-4.670477,24.303710,521.633124,0.510698,0.459794,0.296971
3205019050,1,0,-63.824799,20.122089,519.262380,0.663533,0.468802,0.296411,-4.627133,24.442154,521.799934,0.510664,0.459869,0.296871
3205030154,1,0,-63.829304,20.167151,519.326000,0.663512,0.468862,0.296363,-4.654848,24.327080,521.832271,0.510643,0.459945,0.296816
3205041257,1,0,-63.861546,20.178756,519.366463,0.663483,0.468890,0.296479,-4.635931,24.306822,521.874850,0.510626,0.460023,0.296938
3205052360,1,0,-63.847328,20.213592,519.584820,0.663458,0.468875,0.296680,-4.612801,24.522381,522.128621,0.510603,0.460044,0.297095
3205063463,1,0,-63.862564,20.255564,519.570777,0.663452,0.468885,0.296869,-4.658137,24.389479,522.084049,0.510586,0.460064,0.297318
3205074566,1,0,-63.834805,20.240231,519.487048,0.663420,0.468863,0.297030,-4.637876,24.343108,521.995769,0.510581,0.460082,0.297494
3205085669,1,0,-63.876301,20.279938,519.728573,0.663425,0.468841,0.297138,-4.620697,24.572611,522.280449,0.510584,0.460075,0.297581
3205096772,1,0,-63.885178,20.265587,519.525039,0.663431,0.468794,0.297223,-4.654121,24.413409,522.054879,0.510582,0.460033,0.297689
3205107875,1,0,-63.832348,20.265391,519.348894,0.663437,0.468719,0.297211,-4.649312,24.335918,521.859582,0.510591,0.459974,0.297676
3205118979,1,0,-63.890789,20.313481,519.556645,0.663462,0.468614,0.297107,-4.647768,24.577115,522.111167,0.510609,0.459902,0.297593
3205130082,1,0,-63.864506,20.261263,519.342537,0.663477,0.468590,0.297027,-4.674142,24.367254,521.868442,0.510629,0.459870,0.297489
3205141185,1,0,-63.847980,20.237169,519.170024,0.663490,0.468554,0.296915,-4.685040,24.293229,521.686563,0.510655,0.459832,0.297367
3205152288,1,0,-63.901157,20.226414,519.350740,0.663523,0.468537,0.296768,-4.655507,24.488455,521.914675,0.510675,0.459807,0.297248
3205163391,1,0,-63.874874,20.178010,519.133165,0.663540,0.468549,0.296643,-4.701105,24.283166,521.666258,0.510704,0.459819,0.297103
3205174494,1,0,-63.843674,20.109679,519.031379,0.663572,0.468630,0.296509,-4.721055,24.181308,521.552708,0.510745,0.459874,0.296957
3205185597,1,0,-63.924126,20.059654,519.177414,0.663632,0.468755,0.296371,-4.702703,24.331939,521.747883,0.510788,0.459954,0.296846
3205196700,1,0,-63.907200,20.078510,519.075201,0.663665,0.468824,0.296260,-4.736447,24.174012,521.606742,0.510826,0.460010,0.296708
3205207804,1,0,-63.893734,20.045059,518.972930,0.663709,0.468872,0.296203,-4.767008,24.116237,521.496307,0.510862,0.460044,0.296645
3205218907,1,0,-63.933357,19.935311,518.915058,0.663816,0.468938,0.296138,-4.752502,24.183545,521.478303,0.510934,0.460087,0.296593
3205230010,1,0,-64.206848,20.657904,520.860043,0.664111,0.469046,0.295965,-4.931382,24.766436,523.384568,0.511280,0.460213,0.296397
3205241113,1,0,-64.298355,21.334731,522.397869,0.664719,0.469143,0.297061,-4.894073,25.407449,524.916139,0.511972,0.460320,0.297657
3205252216,1,0,-64.486557,20.911103,522.194826,0.665719,0.469564,0.299945,-5.156515,25.159048,524.766684,0.512977,0.460686,0.300074
3205263319,1,0,-64.551521,21.307081,522.305438,0.666327,0.469615,0.302138,-5.167597,25.299526,524.837793,0.513736,0.460818,0.302374
3205274422,1,0,-64.556793,21.057380,521.372413,0.666606,0.469593,0.303069,-5.278708,25.165569,523.941685,0.514128,0.460730,0.303495
3205285525,1,0,-64.702591,20.761086,521.720846,0.666738,0.469512,0.302262,-5.333234,25.038116,524.311411,0.514172,0.460640,0.302787
3205296629,1,0,-64.568672,21.259507,521.956292,0.666775,0.469438,0.301980,-5.183606,25.229395,524.484711,0.514152,0.460579,0.302518
3205307732,1,0,-64.581329,21.414153,522.118763,0.666813,0.469358,0.301777,-5.144705,25.484556,524.671586,0.514131,0.460519,0.302270
3205318835,1,0,-64.962471,21.190211,522.038998,0.666811,0.469342,0.302435,-5.476590,25.412947,524.693689,0.514131,0.460478,0.302848
3205329938,1,0,-64.692825,21.480628,522.402118,0.666840,0.469339,0.302722,-5.170077,25.386892,524.962983,0.514132,0.460476,0.303120
3205341041,1,0,-64.624718,21.524897,522.403671,0.666834,0.469378,0.303041,-5.137751,25.575634,524.988399,0.514148,0.460479,0.303503
3205352144,1,0,-65.273598,21.272283,522.212816,0.666879,0.469414,0.303309,-5.638965,25.483042,524.918632,0.514189,0.460459,0.303740
3205363247,1,0,-64.776657,21.391728,522.145762,0.666918,0.469436,0.303439,-5.145654,25.278532,524.722284,0.514203,0.460441,0.303861
3205374350,1,0,-64.765785,21.539673,522.305541,0.667032,0.469444,0.303272,-5.167956,25.533913,524.896608,0.514325,0.460419,0.303661
