#timestamp,gaze_x,gaze_y
3206335509,708.845542,106.125849
3206346141,708.224320,107.229854
3206357121,706.908558,110.297205
3206367256,705.460048,113.252347
3206377774,703.308885,115.647671
3206424286,715.004274,126.453189
3206435400,720.019243,130.236711
3206445749,730.074917,135.792207
3206457907,752.909930,153.854078
3206468847,757.431727,155.249996
3206479113,765.594086,158.705894
3206491012,764.337562,157.845112
3206501891,764.214245,158.014299
3206512609,763.394024,158.401346
3206524349,761.413800,160.190190
3206535322,761.294435,160.610457
3206546023,760.427820,161.119133
3206557512,760.653032,160.425822
3206568791,760.323266,158.049893
3206579378,760.114636,157.035119
3206590799,759.859791,157.271414
3206601480,760.003584,156.668540
3206612311,759.543656,154.853432
3206624448,758.901034,154.097660
3206635200,757.498139,151.319634
3206645676,757.033568,147.327278
3206657491,757.692819,145.768627
3206668223,759.097408,144.173612
3206679163,758.231821,144.422888
3206690761,760.233716,144.923770
3206701518,766.501541,141.561068
3206712297,809.453015,138.546099
3206724100,807.480597,139.372846
3206735043,811.049107,139.340271
3206745764,813.220768,139.384944
3206757480,815.319579,139.346137
3206768466,816.770062,139.239697
3206778864,821.848238,139.679861
3206790744,820.725959,139.638651
3206801926,820.374714,138.089679
3206812291,820.342301,136.698846
3206823976,820.478505,136.195014
3206835147,820.474359,135.861781
3206845703,820.497686,135.620658
3206857314,820.800143,135.646641
3206868397,820.380209,134.835596
3206879215,819.995621,133.868644
3206890649,820.296527,133.655316
3206901737,821.127607,132.440973
3206911742,821.816275,132.294102
3206924240,821.712885,132.531317
3206934920,822.018732,133.070934
3206945666,822.227205,133.053817
3206957279,822.477108,131.882696
3206968213,822.466229,131.373907
3206978706,822.740809,132.195862
3206990612,825.712334,130.756835
3207001568,828.811228,128.986946
3207012340,828.742071,130.249876
3207024007,829.549485,130.614208
3207034878,831.796894,131.473311
3207045505,833.134882,133.824321
3207057105,833.277518,135.539574
3207068204,833.682916,136.064265
3207079281,833.876951,137.004982
3207090760,834.121249,136.102519
3207101311,834.437215,135.357199
3207111956,834.182434,133.738308
3207123669,833.476147,132.740129
3207134663,833.647476,132.622678
3207145285,833.621622,132.105096
3207157475,833.751825,131.320834
3207168085,833.935321,130.784964
3207178878,834.181867,131.018175
3207190448,835.017083,128.841743
3207201436,840.073474,126.133047
3207211893,857.300813,124.975208
3207223843,859.247836,124.808564
3207234795,863.310485,124.522584
3207245404,866.414602,124.565395
3207257151,868.872288,124.422707
3207268305,870.760089,124.373280
3207278947,887.880977,124.140159
3207290530,888.601529,124.758636
3207301458,888.804183,125.486187
3207312116,889.245759,126.025862
3207323767,890.044195,126.729593
3207334582,890.948439,127.418104
3207345536,890.975289,127.562114
3207356872,891.136458,128.101358
3207368247,891.369740,128.323852
3207379005,892.218068,129.344437
3207390599,892.684538,130.674320
3207401384,892.614196,130.755727
3207412119,892.025652,133.514988
3207423701,892.074430,135.031510
3207434761,892.375361,136.103276
3207445642,892.537886,136.539792
3207456944,893.534680,136.959237
3207467838,893.790906,137.261347
3207478685,893.464558,137.216740
3207490594,893.331340,137.312223
3207501068,893.213639,137.164965
3207511710,893.795121,137.366574
3207523538,909.358947,136.516532
3207534742,916.421422,135.177165
3207545230,919.089807,134.636978
3207557005,923.706710,133.329552
3207568383,926.539495,132.658368
3207578774,928.758508,132.208396
3207590427,929.904958,131.842260
3207601426,930.228608,131.379270
3207611770,931.293481,131.122586
3207623575,931.892759,130.853938
3207634483,932.317244,130.203130
3207644998,932.559756,130.013761
3207656913,933.482987,130.083802
3207667942,935.192923,130.443062
3207678515,935.417353,130.487607
3207690419,936.077632,130.497484
3207701340,935.920613,130.208700
3207711553,936.460409,130.656309
3207723429,936.673069,131.070546
3207734283,936.364986,131.526645
3207744792,936.014772,131.948638
3207756506,935.996094,131.971202
3207768005,935.988971,131.973653
3207778245,935.985786,132.742987
3207789989,935.970933,136.366445
3207801184,935.678529,136.934638
3207811308,935.453280,137.415102
3207823514,934.211475,138.735200
3207834260,934.696455,138.435235
3207844753,935.369045,138.060790
3207856596,936.734931,136.631543
3207867523,937.153398,136.925456
3207878191,965.386026,134.204624
3207889885,967.749754,133.835146
3207900839,977.114599,133.523829
3207911578,978.595035,133.458391
3207923213,979.777615,133.460126
3207934157,982.401796,133.561725
3207945022,984.324841,133.662691
3207956395,984.895259,133.324650
3207967569,984.732620,132.336908
3207978141,985.285293,131.098647
3207989873,985.406629,130.960503
3208000669,985.889490,130.114696
3208011425,987.168761,129.032463
3208023130,987.599512,127.978683
3208034121,987.375377,127.611752
3208044527,987.239390,127.590954
3208056764,988.049242,126.920642
3208067351,996.474362,125.514555
3208078403,1000.494670,124.644553
3208089959,1009.305938,122.595224
3208101153,1014.187995,123.437872
3208111406,1015.158543,123.664937
3208122953,1016.423592,124.106091
3208134265,1018.758100,123.481770
3208143210,1022.958758,125.576145
3208154648,1023.421221,125.714083
3208222958,1030.592326,148.793905
3208234333,1032.771072,180.285445
3208244708,1032.731999,179.289698
3208256621,1034.912934,174.714138
3208267558,1038.246277,168.015424
3208277903,1039.893683,166.741741
3208289655,1040.374982,166.874810
3208300721,1040.506458,165.158858
3208311333,1040.685988,164.648266
3208323116,1040.698433,163.813370
3208334124,1040.729241,164.587554
3208344499,1040.399052,162.763389
3208356254,1041.312101,160.507919
3208367541,1041.865820,159.406148
3208378165,1042.333020,159.366171
3208389902,1042.099429,159.021038
3208400840,1040.781251,158.882592
3208411443,1039.682470,157.957922
3208422969,1038.719756,157.891998
3208433964,1038.543918,157.631494
3208444337,1044.364885,154.581703
3208456414,1045.967921,153.956724
3208467537,1044.814874,155.478641
3208477999,1060.221692,151.647216
3208489720,1065.500583,150.805251
3208500766,1067.464466,150.509946
3208511331,1068.074544,150.097213
3208522965,1075.357242,147.591880
3208534016,1077.634258,145.969135
3208544481,1080.600350,144.707208
3208556247,1079.932089,141.103117
3208567253,1080.829262,141.459923
3208578011,1081.153920,140.936991
3208589511,1081.271401,140.178645
3208600147,1081.638369,136.560673
3208611358,1081.779501,136.192779
3208622912,1082.744406,134.210705
3208633844,1082.997361,134.168996
3208644402,1083.919480,131.966089
3208656236,1083.931990,131.439751
3208667072,1083.778964,131.225969
3208677662,1084.098632,129.525463
3208689376,1084.291775,129.381263
3208700155,1084.310885,129.153734
3208711117,1084.278216,128.800147
3208722692,1084.224957,128.289634
3208733607,1084.047714,126.989470
3208744479,1083.680422,125.916206
3208756375,1084.156289,126.114630
3208767115,1087.742424,125.806300
3208777832,1118.896195,124.884261
3208789452,1119.773003,124.689215
3208800563,1121.443262,124.805370
3208811081,1122.310086,124.873302
3208822776,1122.465723,125.211316
3208833465,1123.804453,125.315356
3208844535,1126.769828,125.125503
3208855940,1124.115174,126.657001
3208866690,1124.106269,126.226092
3208877599,1122.000095,126.988641
3208889142,1120.508069,127.595852
3208900306,1120.885739,128.704819
3208910644,1120.945230,128.994585
3208922503,1122.379697,129.616145
3208933559,1122.743857,129.446607
3208944631,1122.851621,129.456805
3208955843,1122.855821,129.615545
3208966642,1122.745299,129.618154
3208977453,1123.180872,128.464805
3208989042,1123.034800,128.381729
3208999985,1122.156327,128.634195
3209011216,1121.967456,128.656450
3209022614,1121.255599,128.941689
3209033409,1121.209861,128.699839
3209044017,1120.670792,128.569231
3209055998,1119.301256,128.492536
3209066721,1115.845301,129.744597
3209077874,1114.382309,130.261482
3209089264,1114.308105,129.434113
3209099929,1113.970522,129.246246
3209110720,1113.844079,129.257280
3209122418,1114.239601,130.106781
3209133217,1113.603663,130.307227
3209144009,1113.170887,130.746886
3209155750,1113.138007,131.423093
3209166490,1113.240358,131.559708
3209177837,1113.208628,131.539891
3209189255,1112.719051,131.179024
3209200279,1112.565275,130.503936
3209210760,1112.801277,129.734334
3209222228,1113.515244,128.861921
3209233256,1113.742822,127.954872
3209243913,1113.431482,127.645487
3209255542,1113.370365,127.694173
3209266924,1113.960104,128.868067
3209277400,1115.015693,128.975986
3209288827,1124.371855,131.317538
3209299958,1125.232847,131.604256
3209310524,1131.852243,132.791928
3209322152,1133.553237,133.021424
3209333136,1136.659824,133.365380
3209344225,1138.095120,133.570929
3209355357,1143.595431,134.267443
3209366598,1143.536176,134.053160
3209377460,1143.266283,133.951906
3209388749,1142.629229,134.144199
3209400070,1142.325025,134.271983
3209410824,1142.225073,134.504990
3209422624,1142.067145,134.479993
3209433201,1142.260876,133.542503
3209444011,1143.007687,132.262378
3209455656,1143.018849,131.970110
3209466406,1143.277754,131.837462
3209477425,1142.948394,131.444070
3209488884,1141.784418,131.392716
3209499680,1141.804838,131.554374
3209510863,1138.700521,131.572770
3209522006,1108.417562,125.337084
3209533333,1107.543204,125.117160
3209543696,1107.028777,124.965167
3209555500,1106.262247,124.347016
3209566565,1106.097385,124.083232
3209577187,1104.584913,123.308111
3209588554,1104.453257,122.284728
3209599869,1105.000852,121.692503
3209610429,1105.393327,123.226845
3209621995,1105.416675,122.927144
3209632936,1104.779211,124.054175
3209643525,1104.640003,124.729198
3209655215,1104.757305,124.280079
3209666261,1104.492939,124.915826
3209677035,1104.405841,125.270949
3209688778,1104.431212,125.620308
3209699517,1104.640892,125.948773
3209710321,1105.374470,127.940870
3209722053,1105.701058,128.550198
3209732956,1105.959993,128.856490
3209743561,1105.854997,129.507102
3209755193,1105.020836,130.588318
3209766366,1105.057477,130.904340
3209776927,1104.826278,132.567160
3209788515,1104.904883,132.280322
3209799461,1104.454833,133.439187
3209810401,1104.880030,133.575975
3209821782,1111.007722,134.613822
3209832881,1126.248728,136.135199
3209843490,1137.952637,136.202947
3209855217,1143.506745,136.275019
3209866053,1146.930382,136.481030
3209877352,1149.465810,136.731189
3209888510,1151.332049,137.657392
3209899522,1152.132125,138.481800
3209910129,1151.519314,139.698320
3209921747,1151.900464,140.078574
3209932802,1151.967957,140.185094
3209943401,1151.329556,140.409411
3209954821,1151.099282,140.867651
3209965964,1150.010651,140.881753
3209976772,1149.424148,140.699701
3209988244,1149.153899,140.519837
3209999312,1148.586470,140.327755
3210010018,1147.975916,141.100282
3210021479,1148.037953,141.534832
3210032449,1148.362902,142.184513
3210043246,1148.955937,142.266588
3210054953,1149.571730,142.403656
3210065888,1149.751577,142.113971
3210076658,1150.187143,141.899298
3210088142,1149.764657,142.198078
3210099137,1150.770950,142.153174
3210109885,1169.406047,144.864042
3210121587,1187.244172,145.799675
3210132667,1189.518638,145.597985
3210143279,1191.983444,145.769442
3210154848,1193.478124,145.817539
3210166001,1194.695943,145.829814
3210176837,1197.122890,144.581359
3210188324,1197.863969,144.076943
3210199299,1198.202346,143.615247
3210210089,1197.557672,142.657154
3210221551,1198.036657,141.662085
3210232425,1198.757069,141.095987
3210243200,1199.659484,139.918845
3210255122,1199.887582,139.675886
3210265968,1200.641452,138.822659
3210276476,1200.275007,138.997659
3210288184,1200.817009,137.963265
3210299544,1200.904439,136.103663
3210309678,1200.811668,132.978646
3210321578,1200.661555,132.624480
3210332713,1200.874528,131.563331
3210343145,1201.005398,131.234386
3210354687,1202.591317,130.533767
3210366083,1202.967238,130.037817
3210376545,1204.984587,128.518014
3210388034,1205.422363,127.841100
3210399196,1206.208164,127.360928
3210409850,1211.101531,127.209704
3210421476,1225.599661,128.623252
3210432645,1237.966332,132.319108
3210443218,1239.590678,133.034859
3210454882,1241.750064,133.258736
3210465660,1244.960762,134.073395
3210476634,1246.545328,133.382364
3210488059,1246.934120,133.701353
3210499115,1247.048695,133.442480
3210508079,1249.150769,127.179301
3210519828,1250.044729,125.327257
3210587839,1287.120421,93.343292
3210599212,1285.993215,94.700849
3210609732,1279.298877,119.571734
3210621262,1266.297722,161.751198
3210632312,1264.445470,167.822941
3210642877,1265.113075,167.808891
3210654646,1266.081894,167.071731
3210665738,1265.549678,167.189223
3210676491,1265.105632,166.906165
3210688036,1264.433072,166.368971
3210699172,1263.124610,173.599056
3210709502,1261.440503,172.722275
3210720913,1259.165444,168.971290
3210731965,1257.718050,168.803301
3210743046,1257.534453,169.169038
3210754344,1257.105666,169.052406
3210765674,1259.868500,168.767036
3210776020,1260.155821,168.724668
3210787675,1258.820103,169.382330
3210799035,1259.336219,166.361742
3210809384,1259.207838,166.278032
3210821482,1261.354483,161.198674
3210832219,1261.771769,158.506286
3210842361,1262.136641,156.821018
3210854369,1260.660164,155.863484
3210865565,1258.981252,154.901891
3210875604,1258.528032,154.527398
3210887683,1255.340393,153.548684
3210898683,1253.930752,152.540473
3210909223,1253.744452,152.343725
3210920876,1253.817177,152.206502
3210932284,1257.033974,148.787344
3210942367,1257.142697,148.636936
3210954272,1258.167368,147.829340
3210965387,1259.249604,146.304743
3210975621,1259.855657,145.559255
3210987934,1261.118233,143.066804
3210998685,1261.922056,141.917803
3211008858,1262.108254,141.685816
3211020909,1262.065333,141.488661
3211031944,1261.974587,140.415600
3211042620,1261.593266,139.769609
3211054497,1260.554512,138.839156
3211065506,1258.219668,135.604319
3211076040,1245.229746,134.228998
3211087422,1238.912770,133.566995
3211098599,1234.526668,132.955036
3211109141,1232.372208,132.536332
3211120658,1229.573377,131.722970
3211131945,1227.690047,131.108838
3211142559,1213.664612,129.209258
3211154058,1213.237072,128.761913
3211165181,1212.376257,128.250834
3211175858,1212.878741,128.529856
3211187286,1213.249175,128.526701
3211198402,1213.548145,129.039570
3211209351,1213.843538,129.495904
3211220718,1214.170624,130.145064
3211231704,1213.932638,130.841471
3211242422,1213.892777,130.960802
3211253917,1214.039698,131.322481
3211264967,1214.546455,131.800093
3211275651,1215.255623,132.287576
3211287259,1215.547230,132.386298
3211298307,1216.003677,132.694359
3211309213,1215.654161,132.821777
3211320509,1213.784892,134.076815
3211331685,1213.460027,134.544199
3211342421,1212.601665,135.656825
3211353960,1211.929758,136.964047
3211365116,1212.150471,137.544221
3211375912,1212.142837,137.340804
3211389063,1211.996239,137.024284
3211398514,1212.305762,137.204231
3211409035,1219.170179,136.969658
3211420745,1231.798291,136.496342
3211431776,1238.681881,136.108922
3211442498,1244.117986,135.807733
3211454222,1249.201240,135.177621
3211465099,1253.206722,134.630921
3211475825,1256.752675,133.712993
3211487167,1256.694577,133.244728
3211498375,1257.235455,132.870853
3211508996,1257.689276,132.765765
3211520380,1257.656607,132.727488
3211531566,1257.490175,132.548280
3211542463,1256.970891,132.097005
3211553770,1256.563390,132.149724
3211564884,1256.599259,132.289762
3211575700,1256.788142,132.992704
3211587135,1256.914160,133.563079
3211598354,1256.906171,133.315860
3211608876,1257.040286,133.834227
3211620503,1257.760109,132.694667
3211632057,1259.256542,130.657853
3211642404,1259.570880,130.229054
3211654052,1259.725271,130.087847
3211665110,1260.258691,129.670097
3211675492,1263.095460,127.834873
3211687068,1261.925554,128.232074
3211698531,1266.429950,128.263943
3211708995,1276.857960,128.395511
3211720307,1282.056928,128.772022
3211731504,1290.096339,131.362377
3211742251,1291.445772,132.017311
3211753890,1292.054892,132.929537
3211764936,1293.533718,133.415394
3211775493,1293.291303,133.898508
3211787019,1293.577288,134.098857
3211798354,1293.116153,134.838672
3211808700,1293.181461,135.484297
3211820709,1293.012899,135.751314
3211831466,1293.024495,135.932713
3211841992,1292.478932,136.388519
3211853948,1292.632388,136.373657
3211864952,1292.721113,136.950753
3211875470,1293.065194,137.342660
3211887008,1293.608196,138.408906
3211897999,1293.567832,139.069648
3211908812,1293.145562,139.019531
3211920701,1292.498125,138.950818
3211931454,1291.510627,139.070556
3211942391,1292.503714,139.209700
3211953507,1294.034042,139.875403
3211964631,1305.275313,139.998069
3211975334,1308.908357,139.763915
3211986797,1318.196551,138.904863
3211997850,1319.186249,138.846580
3212008803,1320.466109,138.643891
3212020693,1320.687049,139.340108
3212031160,1321.297244,139.230464
3212041980,1321.481188,138.350341
3212053796,1321.236336,136.412474
3212064750,1321.423148,136.055604
3212075530,1322.038376,135.615729
3212087026,1322.506616,135.658675
3212097844,1321.753148,137.031467
3212108624,1322.389097,135.674921
3212120183,1322.747539,134.990609
3212130970,1316.568389,134.603132
3212141250,1189.238080,136.814643
3212153832,770.620600,173.347350
3212164641,637.023874,191.172409
3212175237,630.782951,191.845959
3212186575,623.065554,192.338082
3212197661,618.686384,192.502282
3212208245,607.568311,194.217941
3212220104,598.997110,193.887843
3212230939,588.558317,190.402318
3212241659,587.194939,187.523983
3212253094,587.358588,186.785979
3212264379,588.281932,182.693346
3212275174,588.570831,182.018763
3212286648,589.290775,180.421750
3212297761,590.306496,180.125957
3212308614,590.847680,179.429257
3212320212,591.627162,178.375020
3212331049,591.798653,178.472930
3212341670,591.437068,178.777415
3212353159,584.025729,183.528675
3212364193,581.283942,184.343405
3212375042,580.505986,184.103981
3212386436,578.465217,182.694729
3212397679,576.076836,181.243192
3212408291,575.931650,180.878531
3212419997,575.576374,180.707663
3212430895,575.229758,179.525287
3212441579,575.523047,179.185721
3212453170,575.896114,178.708068
3212464189,576.295074,178.955856
3212474967,576.482125,178.762506
3212487749,577.117180,178.382674
3212497489,578.529078,178.341008
3212508335,578.104576,178.269977
3212520055,578.932907,178.470732
3212530857,579.944511,178.485629
3212541627,580.122727,178.611193
3212553318,580.136104,178.607220
3212564239,580.331282,178.475269
3212574933,580.536428,178.278881
3212586362,580.702016,178.101579
3212597456,580.430354,178.142885
3212608232,580.321020,177.428384
3212619822,580.791964,179.214224
3212630766,581.069088,179.974183
3212641380,581.675684,180.485770
3212653056,582.316774,180.919679
3212664125,585.954861,180.078881
3212674859,610.876308,176.934643
3212686347,612.280603,177.003167
3212697444,613.363385,177.217062
3212708189,617.404698,176.953546
3212719522,618.652137,176.924432
3212730976,619.532454,177.031322
3212741635,620.511114,180.150605
3212753108,621.191771,179.345909
3212764325,621.579861,180.046332
3212774523,621.397387,180.771665
3212786304,621.836310,181.492485
3212797245,622.285701,181.932834
3212808072,622.502870,182.330815
3212819658,621.671560,183.346408
3212830633,619.860716,185.034720
3212841342,616.615659,183.619010
3212852987,616.056416,183.514384
3212863957,616.350629,183.898004
3212874760,616.660608,184.382435
3212886239,616.686788,184.038281
3212897189,616.833395,183.621586
3212907992,616.143450,182.650159
3212919887,615.427984,181.759624
3212930549,615.627488,181.831367
3212940865,615.606871,181.530338
3212953075,615.002986,183.630984
3212964127,614.891161,183.800382
3212974631,614.674326,184.449175
3212986130,614.679624,184.994385
3212997219,614.378540,185.379288
3213008310,615.052529,185.905490
3213019499,619.790634,185.360566
3213030499,617.605561,186.029477
3213041424,618.300291,186.471058
3213052698,620.296928,186.002016
3213063777,625.388115,183.491594
3213074535,636.501981,180.843324
3213086249,638.604296,180.230874
3213097225,639.595017,180.344359
3213107997,650.307151,182.633456
3213117834,650.981959,181.322344
3213128835,650.722596,180.642083
3213185900,647.172975,198.659266
3213197125,645.714902,240.399952
3213207408,651.070540,238.592646
3213219321,679.329295,220.753184
3213230420,678.199328,224.149127
3213240795,684.858762,208.336025
3213252622,681.980117,208.644941
3213263509,681.414213,207.392100
3213274200,681.687043,205.017235
3213286308,681.669746,204.812081
3213297119,687.105625,194.422856
3213307960,687.910829,191.889966
3213319201,688.463103,189.753868
3213330312,688.402203,189.594128
3213341188,687.260450,187.925154
3213352666,687.008782,185.583785
3213363736,686.521053,179.099564
3213374268,686.776128,178.228758
3213386075,686.957804,174.841528
3213396870,686.643920,171.912573
3213407717,686.270163,169.053037
3213419146,686.218160,168.450381
3213430382,686.215466,168.365689
3213440717,686.421416,167.817558
3213452643,686.435549,166.095163
3213463695,687.970526,163.332321
